arrival_date,terminal,vessel_calls,avg_turnaround,avg_dwell,total_teu,delay_count,delay_rate
2022-05-18,Yang Ming,8,96.475,2.0125,81639,1,0.125
2022-05-19,APM Terminals,3,88.60000000000001,2.6666666666666665,37970,0,0.0
2022-05-19,China Shipping,5,93.5,2.16,51788,2,0.4
2022-05-19,Everport,5,85.88,1.8800000000000001,35776,0,0.0
2022-05-19,TraPac,4,90.025,2.55,38479,1,0.25
2022-05-19,Yang Ming,5,96.9,2.4,49320,0,0.0
2022-05-20,APM Terminals,6,100.45,2.1,53244,3,0.5
2022-05-20,China Shipping,7,92.14285714285714,1.9714285714285715,70585,0,0.0
2022-05-20,Everport,9,89.19999999999999,1.822222222222222,78606,1,0.111
2022-05-20,TraPac,6,98.91666666666667,2.1,53948,2,0.333
2022-05-20,Yang Ming,6,92.86666666666667,2.183333333333333,82382,1,0.167
2022-05-21,APM Terminals,7,82.17142857142858,2.157142857142857,76052,4,0.571
2022-05-21,China Shipping,7,94.04285714285713,2.085714285714286,63516,4,0.571
2022-05-21,Everport,4,79.65,2.25,40536,1,0.25
2022-05-21,TraPac,5,92.24,2.2600000000000002,51716,0,0.0
2022-05-21,Yang Ming,5,94.88,2.18,51025,1,0.2
2022-05-22,APM Terminals,3,84.76666666666667,1.8,30366,0,0.0
2022-05-22,China Shipping,7,82.34285714285714,1.542857142857143,38761,0,0.0
2022-05-22,Everport,3,91.76666666666667,2.8000000000000003,37396,0,0.0
2022-05-22,TraPac,5,92.42,2.58,60984,1,0.2
2022-05-22,Yang Ming,8,96.7,2.075,68650,1,0.125
2022-05-23,APM Terminals,3,93.23333333333333,2.533333333333333,17849,0,0.0
2022-05-23,China Shipping,11,98.39090909090909,1.981818181818182,92058,0,0.0
2022-05-23,Everport,6,86.7,2.0500000000000003,45696,0,0.0
2022-05-23,TraPac,7,92.22857142857143,2.457142857142857,87232,1,0.143
2022-05-23,Yang Ming,5,90.86,2.34,46716,1,0.2
2022-05-24,APM Terminals,7,85.71428571428571,1.8714285714285717,59588,0,0.0
2022-05-24,China Shipping,9,88.14444444444445,1.5333333333333334,53812,2,0.222
2022-05-24,Everport,7,81.38571428571429,2.357142857142857,88216,1,0.143
2022-05-24,TraPac,2,69.80000000000001,1.9,17793,0,0.0
2022-05-24,Yang Ming,5,98.4,2.08,47752,0,0.0
2022-05-25,APM Terminals,5,95.9,1.8399999999999999,49512,0,0.0
2022-05-25,China Shipping,10,92.13,2.54,124422,0,0.0
2022-05-25,Everport,3,87.06666666666666,2.1333333333333333,31314,0,0.0
2022-05-25,TraPac,3,96.93333333333334,1.8333333333333333,19712,1,0.333
2022-05-25,Yang Ming,6,90.83333333333333,2.1999999999999997,66616,0,0.0
2022-05-26,APM Terminals,5,88.4,2.06,46039,0,0.0
2022-05-26,China Shipping,8,89.025,1.95,69242,2,0.25
2022-05-26,Everport,10,98.53999999999999,2.25,124280,0,0.0
2022-05-26,TraPac,8,87.125,2.075,86155,1,0.125
2022-05-26,Yang Ming,5,98.53999999999999,1.98,60451,0,0.0
2022-05-27,APM Terminals,6,90.36666666666667,1.8166666666666667,57264,0,0.0
2022-05-27,China Shipping,8,88.5125,1.95,64713,1,0.125
2022-05-27,Everport,8,95.16250000000001,2.5125,96773,1,0.125
2022-05-27,TraPac,5,89.26,2.44,61835,0,0.0
2022-05-27,Yang Ming,9,84.86666666666667,2.1444444444444444,93872,0,0.0
2022-05-28,APM Terminals,10,93.22,2.06,93659,1,0.1
2022-05-28,China Shipping,4,92.25,2.3,39094,0,0.0
2022-05-28,Everport,5,90.62,2.48,61890,0,0.0
2022-05-28,TraPac,4,87.525,2.4,45820,2,0.5
2022-05-28,Yang Ming,10,88.46000000000001,1.9600000000000002,98226,2,0.2
2022-05-29,APM Terminals,6,85.98333333333333,1.9666666666666668,57909,1,0.167
2022-05-29,China Shipping,9,84.73333333333333,2.1666666666666665,77530,2,0.222
2022-05-29,Everport,4,94.3,1.95,35486,1,0.25
2022-05-29,TraPac,8,89.4625,2.225,82546,1,0.125
2022-05-29,Yang Ming,8,85.1125,2.1,75012,0,0.0
2022-05-30,APM Terminals,2,84.55,2.35,17638,1,0.5
2022-05-30,China Shipping,9,89.11111111111111,2.3777777777777778,104586,1,0.111
2022-05-30,Everport,4,80.425,1.9,38966,0,0.0
2022-05-30,TraPac,5,83.72,2.18,41539,1,0.2
2022-05-30,Yang Ming,10,90.86,2.19,112704,1,0.1
2022-05-31,APM Terminals,8,88.5125,2.0375,78050,2,0.25
2022-05-31,China Shipping,5,92.03999999999999,2.38,63334,2,0.4
2022-05-31,Everport,5,93.3,2.34,56174,0,0.0
2022-05-31,TraPac,7,89.05714285714285,2.0571428571428574,69527,0,0.0
2022-05-31,Yang Ming,3,98.16666666666667,2.066666666666667,33622,1,0.333
2022-06-01,APM Terminals,4,91.575,2.275,45951,2,0.5
2022-06-01,China Shipping,7,89.78571428571429,2.3428571428571425,66453,0,0.0
2022-06-01,Everport,8,90.7375,1.8875000000000002,65045,2,0.25
2022-06-01,TraPac,6,90.95,1.8666666666666665,57059,0,0.0
2022-06-01,Yang Ming,7,95.10000000000001,1.657142857142857,43946,2,0.286
2022-06-02,APM Terminals,4,92.625,2.05,49139,0,0.0
2022-06-02,China Shipping,6,87.91666666666667,2.0500000000000003,38499,0,0.0
2022-06-02,Everport,5,84.1,2.5,58995,1,0.2
2022-06-02,TraPac,5,90.72,1.5,29468,0,0.0
2022-06-02,Yang Ming,6,91.46666666666665,1.8833333333333335,58656,0,0.0
2022-06-03,APM Terminals,8,90.225,1.475,48699,1,0.125
2022-06-03,China Shipping,2,94.0,1.9,20290,0,0.0
2022-06-03,Everport,7,96.34285714285714,2.0142857142857142,78933,0,0.0
2022-06-03,TraPac,4,69.025,2.1,38656,1,0.25
2022-06-03,Yang Ming,12,87.325,2.3833333333333333,110021,1,0.083
2022-06-04,APM Terminals,4,95.175,1.675,18332,0,0.0
2022-06-04,China Shipping,4,93.225,2.1,38934,0,0.0
2022-06-04,Everport,10,86.91,2.08,77642,2,0.2
2022-06-04,TraPac,4,89.44999999999999,2.35,46391,3,0.75
2022-06-04,Yang Ming,5,107.0,2.54,64853,1,0.2
2022-06-05,APM Terminals,9,91.84444444444445,2.488888888888889,114057,1,0.111
2022-06-05,China Shipping,3,82.7,2.3666666666666667,35352,0,0.0
2022-06-05,Everport,9,96.38888888888889,2.1444444444444444,73972,2,0.222
2022-06-05,TraPac,8,82.9375,2.075,67462,3,0.375
2022-06-05,Yang Ming,5,77.6,2.4,66863,0,0.0
2022-06-06,APM Terminals,8,85.9625,1.8625,63194,2,0.25
2022-06-06,China Shipping,5,97.03999999999999,2.46,64458,1,0.2
2022-06-06,Everport,3,80.53333333333335,2.1333333333333333,28827,1,0.333
2022-06-06,TraPac,8,88.575,2.0625,90545,0,0.0
2022-06-06,Yang Ming,5,90.16,2.7800000000000002,67300,0,0.0
2022-06-07,APM Terminals,11,83.99090909090908,2.090909090909091,130799,2,0.182
2022-06-07,China Shipping,2,90.35,2.95,31025,0,0.0
2022-06-07,Everport,4,91.9,2.9,61858,0,0.0
2022-06-07,TraPac,6,86.21666666666665,1.7833333333333332,34312,1,0.167
2022-06-07,Yang Ming,4,90.55,2.675,57755,1,0.25
2022-06-08,APM Terminals,1,58.3,2.4,11637,0,0.0
2022-06-08,China Shipping,7,83.82857142857142,1.9000000000000001,58896,2,0.286
2022-06-08,Everport,4,91.4,1.75,12152,0,0.0
2022-06-08,TraPac,6,91.23333333333333,2.533333333333333,78026,0,0.0
2022-06-08,Yang Ming,3,96.03333333333335,1.9000000000000001,20879,0,0.0
2022-06-09,APM Terminals,7,97.77142857142857,2.142857142857143,67508,2,0.286
2022-06-09,China Shipping,8,92.65,2.25,89572,2,0.25
2022-06-09,Everport,6,90.36666666666667,2.3333333333333335,58912,1,0.167
2022-06-09,TraPac,6,101.33333333333333,2.3666666666666667,73319,0,0.0
2022-06-09,Yang Ming,7,95.15714285714286,2.1714285714285713,72887,0,0.0
2022-06-10,APM Terminals,5,91.86,2.16,50548,0,0.0
2022-06-10,China Shipping,4,89.55,1.925,35680,0,0.0
2022-06-10,Everport,5,95.9,1.8399999999999999,38450,1,0.2
2022-06-10,TraPac,6,88.11666666666667,2.1666666666666665,57901,0,0.0
2022-06-10,Yang Ming,5,82.64000000000001,1.7600000000000002,28827,2,0.4
2022-06-11,APM Terminals,5,87.7,2.1399999999999997,58687,0,0.0
2022-06-11,China Shipping,7,96.51428571428572,2.1714285714285713,69756,2,0.286
2022-06-11,Everport,2,105.30000000000001,2.05,27692,0,0.0
2022-06-11,TraPac,4,70.775,1.525,16908,0,0.0
2022-06-11,Yang Ming,7,88.08571428571429,2.0,68249,0,0.0
2022-06-12,APM Terminals,2,88.25,1.0,9093,1,0.5
2022-06-12,China Shipping,8,84.2875,2.025,80663,3,0.375
2022-06-12,Everport,5,84.88,1.6800000000000002,44129,1,0.2
2022-06-12,TraPac,2,81.35,2.0,21636,1,0.5
2022-06-12,Yang Ming,3,78.8,1.9333333333333333,29228,1,0.333
2022-06-13,APM Terminals,6,83.33333333333333,1.6500000000000001,42445,0,0.0
2022-06-13,China Shipping,2,82.80000000000001,2.9,26062,0,0.0
2022-06-13,Everport,11,87.32727272727273,2.0545454545454547,103708,3,0.273
2022-06-13,TraPac,6,97.83333333333333,2.3833333333333333,67789,4,0.667
2022-06-13,Yang Ming,7,87.44285714285715,1.8142857142857143,53983,0,0.0
2022-06-14,APM Terminals,8,94.1125,1.825,65738,0,0.0
2022-06-14,China Shipping,6,90.28333333333335,2.25,51387,0,0.0
2022-06-14,Everport,8,88.4375,2.05,64992,0,0.0
2022-06-14,TraPac,6,89.46666666666665,1.9666666666666668,54065,2,0.333
2022-06-14,Yang Ming,8,93.6625,1.9000000000000001,62897,0,0.0
2022-06-15,APM Terminals,11,88.96363636363637,2.1,108721,0,0.0
2022-06-15,China Shipping,6,92.03333333333335,2.1166666666666667,63096,1,0.167
2022-06-15,Everport,5,87.72,2.2399999999999998,67401,0,0.0
2022-06-15,TraPac,4,94.825,1.85,26294,0,0.0
2022-06-15,Yang Ming,1,98.9,1.4,6185,0,0.0
2022-06-16,APM Terminals,4,88.625,1.6,31135,0,0.0
2022-06-16,China Shipping,9,77.94444444444444,2.1333333333333333,89802,1,0.111
2022-06-16,Everport,8,82.775,1.9625,66294,2,0.25
2022-06-16,TraPac,7,82.35714285714286,2.1,73251,0,0.0
2022-06-16,Yang Ming,7,89.01428571428572,1.842857142857143,42308,0,0.0
2022-06-17,APM Terminals,9,86.96666666666667,2.2,113905,0,0.0
2022-06-17,China Shipping,7,83.22857142857143,2.042857142857143,64236,0,0.0
2022-06-17,Everport,7,94.89999999999999,2.2,87091,0,0.0
2022-06-17,TraPac,10,83.72999999999999,2.3400000000000003,101457,0,0.0
2022-06-17,Yang Ming,3,95.96666666666665,2.033333333333333,34999,0,0.0
2022-06-18,APM Terminals,2,94.05,2.0,18036,0,0.0
2022-06-18,China Shipping,7,83.41428571428571,1.7142857142857142,57527,3,0.429
2022-06-18,Everport,5,84.9,2.2,56903,0,0.0
2022-06-18,TraPac,13,88.36923076923077,2.169230769230769,129579,0,0.0
2022-06-18,Yang Ming,7,87.22857142857143,2.414285714285714,71870,0,0.0
2022-06-19,APM Terminals,3,108.66666666666667,2.0,22844,0,0.0
2022-06-19,China Shipping,5,84.5,1.9,43709,1,0.2
2022-06-19,Everport,7,88.92857142857143,1.9857142857142855,69093,2,0.286
2022-06-19,TraPac,3,82.0,2.1999999999999997,35361,1,0.333
2022-06-19,Yang Ming,9,83.35555555555555,2.1555555555555554,101868,1,0.111
2022-06-20,APM Terminals,4,97.775,2.25,45255,0,0.0
2022-06-20,China Shipping,4,88.64999999999999,2.1,30304,0,0.0
2022-06-20,Everport,8,93.5375,2.1,80783,0,0.0
2022-06-20,TraPac,3,94.26666666666667,2.1,21990,1,0.333
2022-06-20,Yang Ming,7,95.08571428571429,2.4,83381,0,0.0
2022-06-21,APM Terminals,3,84.1,2.1333333333333333,32583,0,0.0
2022-06-21,China Shipping,8,89.1125,2.225,85242,2,0.25
2022-06-21,Everport,5,92.03999999999999,2.3600000000000003,52955,1,0.2
2022-06-21,TraPac,8,95.2875,2.3125,87316,2,0.25
2022-06-21,Yang Ming,7,92.3,1.9857142857142858,63046,1,0.143
2022-06-22,APM Terminals,5,97.7,2.6,59758,1,0.2
2022-06-22,China Shipping,7,88.35714285714286,1.9285714285714286,64886,2,0.286
2022-06-22,Everport,4,82.525,2.3,42553,2,0.5
2022-06-22,TraPac,10,83.37,2.0100000000000002,98357,0,0.0
2022-06-22,Yang Ming,6,97.60000000000001,2.3333333333333335,76758,0,0.0
2022-06-23,APM Terminals,4,91.1,2.0,29661,0,0.0
2022-06-23,China Shipping,11,91.34545454545454,1.9454545454545453,110339,1,0.091
2022-06-23,Everport,7,93.84285714285714,2.0285714285714285,59039,0,0.0
2022-06-23,TraPac,7,87.62857142857142,2.4,83102,1,0.143
2022-06-23,Yang Ming,10,86.63000000000001,2.2399999999999998,100566,1,0.1
2022-06-24,APM Terminals,9,89.72222222222223,2.1888888888888887,88563,1,0.111
2022-06-24,China Shipping,11,90.35454545454546,1.8909090909090909,86465,3,0.273
2022-06-24,Everport,5,81.76,2.04,51686,1,0.2
2022-06-24,TraPac,3,96.46666666666665,2.766666666666667,40585,0,0.0
2022-06-24,Yang Ming,5,96.82000000000001,1.86,47640,1,0.2
2022-06-25,APM Terminals,4,94.875,1.825,28177,0,0.0
2022-06-25,China Shipping,6,89.28333333333335,1.7166666666666668,51652,0,0.0
2022-06-25,Everport,7,81.35714285714286,2.1,59812,2,0.286
2022-06-25,TraPac,5,86.44,1.8,33321,0,0.0
2022-06-25,Yang Ming,7,89.11428571428571,2.0142857142857142,59178,1,0.143
2022-06-26,APM Terminals,3,96.66666666666667,2.1666666666666665,30953,0,0.0
2022-06-26,China Shipping,1,99.3,1.2,2126,0,0.0
2022-06-26,Everport,5,95.1,1.8,29395,2,0.4
2022-06-26,TraPac,3,79.46666666666667,2.1999999999999997,34313,1,0.333
2022-06-26,Yang Ming,9,85.1,1.8111111111111111,87072,1,0.111
2022-06-27,APM Terminals,8,90.5625,2.025,89535,3,0.375
2022-06-27,China Shipping,6,83.28333333333333,1.8333333333333333,50005,2,0.333
2022-06-27,Everport,5,91.16,2.06,46328,2,0.4
2022-06-27,TraPac,12,97.93333333333334,2.3249999999999997,135028,1,0.083
2022-06-27,Yang Ming,9,88.30000000000001,2.022222222222222,97792,5,0.556
2022-06-28,APM Terminals,1,81.5,2.9,17480,0,0.0
2022-06-28,China Shipping,7,89.7,2.1142857142857143,64282,2,0.286
2022-06-28,Everport,8,87.925,2.025,69657,1,0.125
2022-06-28,TraPac,7,86.10000000000001,2.257142857142857,58399,2,0.286
2022-06-28,Yang Ming,2,104.4,2.15,23493,0,0.0
2022-06-29,APM Terminals,5,102.38,2.3,54851,1,0.2
2022-06-29,China Shipping,4,99.025,2.275,43172,3,0.75
2022-06-29,Everport,8,81.7,2.075,65500,3,0.375
2022-06-29,TraPac,5,98.84,1.86,36975,1,0.2
2022-06-29,Yang Ming,5,92.88000000000001,2.2199999999999998,52354,0,0.0
2022-06-30,APM Terminals,6,95.26666666666667,2.0500000000000003,69441,0,0.0
2022-06-30,China Shipping,4,82.125,2.2,45360,0,0.0
2022-06-30,Everport,6,79.26666666666667,1.9166666666666667,38635,1,0.167
2022-06-30,TraPac,6,88.33333333333333,2.183333333333333,52610,1,0.167
2022-06-30,Yang Ming,3,86.10000000000001,2.3333333333333335,28087,1,0.333
2022-07-01,APM Terminals,8,86.275,1.85,54215,2,0.25
2022-07-01,China Shipping,9,89.6,2.1888888888888887,97210,0,0.0
2022-07-01,Everport,6,94.71666666666665,2.1,43164,1,0.167
2022-07-01,TraPac,11,90.96363636363637,2.1545454545454543,113340,5,0.455
2022-07-01,Yang Ming,3,94.96666666666665,2.033333333333333,14381,1,0.333
2022-07-02,APM Terminals,4,90.15,1.775,26029,0,0.0
2022-07-02,China Shipping,8,94.475,2.225,82440,0,0.0
2022-07-02,Everport,5,90.16,2.44,57989,0,0.0
2022-07-02,TraPac,8,89.975,2.325,88195,2,0.25
2022-07-02,Yang Ming,5,91.38,2.62,40610,2,0.4
2022-07-03,APM Terminals,6,85.55,2.0833333333333335,59567,1,0.167
2022-07-03,China Shipping,7,99.05714285714285,1.8571428571428572,64403,1,0.143
2022-07-03,Everport,4,90.875,1.6,30919,1,0.25
2022-07-03,TraPac,2,99.9,2.95,25902,0,0.0
2022-07-03,Yang Ming,6,78.5,1.6666666666666667,40790,2,0.333
2022-07-04,APM Terminals,3,87.23333333333333,1.8666666666666665,23557,0,0.0
2022-07-04,China Shipping,3,89.3,2.2666666666666666,24288,0,0.0
2022-07-04,Everport,6,93.81666666666666,2.15,52011,1,0.167
2022-07-04,TraPac,5,84.82000000000001,2.6399999999999997,60264,0,0.0
2022-07-04,Yang Ming,5,99.78,2.7600000000000002,72284,2,0.4
2022-07-05,APM Terminals,3,92.66666666666667,1.9333333333333333,24866,2,0.667
2022-07-05,China Shipping,3,80.83333333333333,2.0666666666666664,24051,0,0.0
2022-07-05,Everport,4,91.125,2.25,45331,0,0.0
2022-07-05,TraPac,4,87.9,2.2,45121,1,0.25
2022-07-05,Yang Ming,1,79.0,1.3,6440,0,0.0
2022-07-06,APM Terminals,7,88.25714285714285,2.414285714285714,76811,2,0.286
2022-07-06,China Shipping,7,95.12857142857142,2.2857142857142856,63830,1,0.143
2022-07-06,Everport,5,87.6,2.06,55483,1,0.2
2022-07-06,TraPac,10,84.78,2.02,108313,1,0.1
2022-07-06,Yang Ming,6,89.75,2.1333333333333333,59151,2,0.333
2022-07-07,APM Terminals,6,79.11666666666666,2.2333333333333334,50668,1,0.167
2022-07-07,China Shipping,4,96.5,2.075,34610,1,0.25
2022-07-07,Everport,7,78.85714285714286,1.5285714285714285,29747,1,0.143
2022-07-07,TraPac,5,86.3,2.36,48920,0,0.0
2022-07-07,Yang Ming,8,89.875,2.125,77350,2,0.25
2022-07-08,APM Terminals,5,100.22,2.42,58774,0,0.0
2022-07-08,Everport,5,79.14,2.06,51048,0,0.0
2022-07-08,TraPac,6,78.26666666666667,2.15,62497,0,0.0
2022-07-08,Yang Ming,7,83.01428571428572,2.0285714285714285,69249,0,0.0
2022-07-09,APM Terminals,3,94.63333333333333,2.3666666666666667,30455,1,0.333
2022-07-09,China Shipping,4,83.175,2.1500000000000004,49294,0,0.0
2022-07-09,Everport,5,100.34,2.02,50046,0,0.0
2022-07-09,TraPac,7,90.55714285714285,2.5285714285714285,89958,0,0.0
2022-07-09,Yang Ming,5,88.88,2.18,56630,0,0.0
2022-07-10,APM Terminals,4,102.1,2.05,38032,1,0.25
2022-07-10,China Shipping,6,84.68333333333334,2.433333333333333,57363,2,0.333
2022-07-10,Everport,6,89.13333333333333,2.3,77090,0,0.0
2022-07-10,TraPac,6,96.73333333333333,2.0,47247,1,0.167
2022-07-10,Yang Ming,3,89.33333333333333,1.6333333333333335,31152,2,0.667
2022-07-11,APM Terminals,5,91.02000000000001,1.92,47410,2,0.4
2022-07-11,China Shipping,4,95.475,2.075,38610,1,0.25
2022-07-11,Everport,4,89.1,2.725,40344,1,0.25
2022-07-11,TraPac,6,92.03333333333335,2.233333333333333,66979,1,0.167
2022-07-11,Yang Ming,7,87.39999999999999,2.085714285714286,82180,2,0.286
2022-07-12,APM Terminals,4,93.6,1.6,18855,0,0.0
2022-07-12,China Shipping,8,88.5125,2.3625,76418,0,0.0
2022-07-12,Everport,8,91.225,2.0625,73436,1,0.125
2022-07-12,TraPac,7,87.77142857142857,2.2857142857142856,82090,1,0.143
2022-07-12,Yang Ming,10,99.83,2.15,108449,2,0.2
2022-07-13,APM Terminals,5,89.4,2.7199999999999998,70083,4,0.8
2022-07-13,China Shipping,4,89.625,1.95,41225,0,0.0
2022-07-13,Everport,2,86.15,1.25,4136,0,0.0
2022-07-13,TraPac,3,86.33333333333333,2.733333333333333,47909,0,0.0
2022-07-13,Yang Ming,5,98.06,2.66,63158,0,0.0
2022-07-14,APM Terminals,4,86.65,2.275,40250,1,0.25
2022-07-14,China Shipping,8,87.775,2.5125,96751,1,0.125
2022-07-14,Everport,7,85.75714285714285,2.742857142857143,106992,1,0.143
2022-07-14,TraPac,9,86.4111111111111,2.2333333333333334,105815,1,0.111
2022-07-14,Yang Ming,8,82.625,2.3375,84238,2,0.25
2022-07-15,APM Terminals,3,91.36666666666667,2.1,23748,1,0.333
2022-07-15,China Shipping,7,86.35714285714286,2.2142857142857144,82312,1,0.143
2022-07-15,Everport,8,93.575,1.55,50503,1,0.125
2022-07-15,TraPac,11,83.42727272727274,2.390909090909091,124499,2,0.182
2022-07-15,Yang Ming,7,99.31428571428572,1.8714285714285714,58480,2,0.286
2022-07-16,APM Terminals,6,92.71666666666665,2.216666666666667,57994,1,0.167
2022-07-16,China Shipping,6,84.2,2.466666666666667,61069,2,0.333
2022-07-16,Everport,7,88.2,1.9714285714285715,60680,1,0.143
2022-07-16,TraPac,2,90.75,2.25,27490,1,0.5
2022-07-16,Yang Ming,5,84.2,2.24,48012,1,0.2
2022-07-17,APM Terminals,9,99.3111111111111,2.3333333333333335,97901,1,0.111
2022-07-17,China Shipping,7,90.89999999999999,2.3285714285714287,69465,0,0.0
2022-07-17,Everport,12,86.55833333333334,1.9166666666666667,88059,0,0.0
2022-07-17,TraPac,4,95.875,2.4,43354,2,0.5
2022-07-17,Yang Ming,4,88.425,2.725,45459,0,0.0
2022-07-18,APM Terminals,4,93.8,2.275,42460,0,0.0
2022-07-18,China Shipping,3,83.56666666666666,2.266666666666667,33662,1,0.333
2022-07-18,Everport,3,66.86666666666666,2.0,32813,0,0.0
2022-07-18,TraPac,8,90.45,2.175,89808,3,0.375
2022-07-18,Yang Ming,6,82.48333333333333,2.0,57874,0,0.0
2022-07-19,APM Terminals,14,90.32857142857142,1.9928571428571427,131580,1,0.071
2022-07-19,China Shipping,9,94.74444444444445,2.2777777777777777,81241,0,0.0
2022-07-19,Everport,4,92.65,1.825,33078,1,0.25
2022-07-19,TraPac,6,89.58333333333333,2.1666666666666665,65259,1,0.167
2022-07-19,Yang Ming,6,84.03333333333333,1.8333333333333333,45544,2,0.333
2022-07-20,APM Terminals,7,83.44285714285715,1.9142857142857144,61860,0,0.0
2022-07-20,China Shipping,5,87.94,2.7,70539,0,0.0
2022-07-20,Everport,5,85.24,1.8200000000000003,47217,1,0.2
2022-07-20,TraPac,6,91.48333333333333,1.8833333333333335,57317,2,0.333
2022-07-20,Yang Ming,5,92.14,2.34,47402,1,0.2
2022-07-21,APM Terminals,10,84.27000000000001,1.94,81762,2,0.2
2022-07-21,China Shipping,5,81.22,2.12,56441,2,0.4
2022-07-21,Everport,2,96.8,2.45,23337,0,0.0
2022-07-21,TraPac,6,89.53333333333335,2.033333333333333,54283,3,0.5
2022-07-21,Yang Ming,5,80.74,2.04,58031,0,0.0
2022-07-22,APM Terminals,8,81.6875,1.9874999999999998,62020,1,0.125
2022-07-22,China Shipping,10,88.05,2.34,102850,0,0.0
2022-07-22,TraPac,4,93.1,2.025,30613,0,0.0
2022-07-22,Yang Ming,5,85.14,2.06,54937,1,0.2
2022-07-23,APM Terminals,3,83.23333333333333,1.5333333333333334,19156,0,0.0
2022-07-23,China Shipping,3,78.8,2.3000000000000003,27308,0,0.0
2022-07-23,Everport,7,96.02857142857144,2.357142857142857,79916,0,0.0
2022-07-23,TraPac,10,90.99,2.23,101668,6,0.6
2022-07-23,Yang Ming,7,83.54285714285713,2.4714285714285715,86734,0,0.0
2022-07-24,APM Terminals,4,100.975,2.225,48151,1,0.25
2022-07-24,China Shipping,6,81.63333333333334,2.1666666666666665,62382,3,0.5
2022-07-24,Everport,2,76.05,1.7,18089,1,0.5
2022-07-24,TraPac,3,106.13333333333333,2.0,26502,0,0.0
2022-07-24,Yang Ming,1,99.9,2.6,10129,0,0.0
2022-07-25,APM Terminals,1,94.4,0.9,916,1,1.0
2022-07-25,China Shipping,4,91.55,2.375,55945,0,0.0
2022-07-25,Everport,10,91.94,1.64,51733,2,0.2
2022-07-25,TraPac,7,86.95714285714287,1.842857142857143,62362,1,0.143
2022-07-25,Yang Ming,3,91.13333333333333,2.1333333333333333,20661,1,0.333
2022-07-26,APM Terminals,2,90.15,2.6,28515,0,0.0
2022-07-26,China Shipping,5,93.26,2.1399999999999997,57323,2,0.4
2022-07-26,Everport,5,93.2,2.56,68022,1,0.2
2022-07-26,TraPac,6,79.75,1.8499999999999999,57194,2,0.333
2022-07-26,Yang Ming,6,85.39999999999999,2.2666666666666666,64890,0,0.0
2022-07-27,APM Terminals,6,90.26666666666667,1.7666666666666668,56628,2,0.333
2022-07-27,China Shipping,2,90.45,1.55,7609,0,0.0
2022-07-27,Everport,5,91.17999999999999,1.9600000000000002,51239,0,0.0
2022-07-27,TraPac,8,80.7625,2.3125,83103,1,0.125
2022-07-27,Yang Ming,5,81.14,2.06,47121,1,0.2
2022-07-28,APM Terminals,2,92.65,2.5,21425,0,0.0
2022-07-28,China Shipping,8,91.0125,2.0625,81984,0,0.0
2022-07-28,Everport,8,95.4875,1.75,60175,2,0.25
2022-07-28,TraPac,5,88.8,2.1,46626,1,0.2
2022-07-28,Yang Ming,3,91.8,2.733333333333333,41996,1,0.333
2022-07-29,APM Terminals,4,97.0,1.725,29845,1,0.25
2022-07-29,China Shipping,3,70.56666666666666,1.3666666666666665,10501,1,0.333
2022-07-29,Everport,6,84.25,1.2,30731,1,0.167
2022-07-29,TraPac,8,91.6,2.075,72950,1,0.125
2022-07-29,Yang Ming,6,90.2,2.1666666666666665,72524,1,0.167
2022-07-30,APM Terminals,6,90.66666666666667,2.766666666666667,77687,0,0.0
2022-07-30,China Shipping,6,100.2,1.7666666666666666,42048,0,0.0
2022-07-30,Everport,5,80.22,2.32,50870,0,0.0
2022-07-30,TraPac,6,90.43333333333334,1.4666666666666668,36677,0,0.0
2022-07-30,Yang Ming,4,81.9,2.125,35495,0,0.0
2022-07-31,APM Terminals,6,96.25,1.9666666666666668,65958,1,0.167
2022-07-31,China Shipping,5,83.58,1.6799999999999997,29240,2,0.4
2022-07-31,Everport,8,87.9375,1.8625,51566,1,0.125
2022-07-31,TraPac,8,88.4,2.575,85841,2,0.25
2022-07-31,Yang Ming,6,87.38333333333333,2.1166666666666667,45732,1,0.167
2022-08-01,APM Terminals,6,114.85000000000001,2.0500000000000003,51845,1,0.167
2022-08-01,China Shipping,3,108.76666666666667,2.4,24597,0,0.0
2022-08-01,Everport,3,115.23333333333333,2.3333333333333335,27480,0,0.0
2022-08-01,TraPac,4,117.125,2.375,39063,1,0.25
2022-08-01,Yang Ming,12,121.925,2.1416666666666666,118277,2,0.167
2022-08-02,APM Terminals,2,129.25,1.75,14008,0,0.0
2022-08-02,China Shipping,6,126.03333333333335,2.1666666666666665,60307,1,0.167
2022-08-02,Everport,7,111.87142857142858,1.9857142857142858,58606,0,0.0
2022-08-02,TraPac,5,131.07999999999998,2.42,60738,0,0.0
2022-08-02,Yang Ming,6,116.26666666666667,1.9666666666666668,54391,2,0.333
2022-08-03,APM Terminals,6,109.16666666666667,2.6666666666666665,82822,1,0.167
2022-08-03,China Shipping,6,110.26666666666667,2.4166666666666665,58011,1,0.167
2022-08-03,Everport,7,118.91428571428571,2.257142857142857,71091,1,0.143
2022-08-03,TraPac,6,109.86666666666667,1.8666666666666665,58794,1,0.167
2022-08-03,Yang Ming,5,118.5,2.08,48541,2,0.4
2022-08-04,APM Terminals,8,121.57499999999999,1.8,61663,3,0.375
2022-08-04,China Shipping,3,126.33333333333333,2.2666666666666666,28407,0,0.0
2022-08-04,Everport,8,116.75,2.15,79526,0,0.0
